
# e groceteria,Food Service Establishment 1,Vancouver - City Centre,1308 Burrard St Vancouver BC V6Z 2B7 Canada,(604) 559-6863,/Facility/Details/db951079-e67c-45ee-b239-55519e6ba4d8
#1 Orchard,Retail Food Store,Vancouver - City Centre,1689 Johnston St Vancouver BC V6H 3R9 Canada,(604) 728-5449,/Facility/Details/29e9ebcd-7cbd-4fd5-8c57-d5f613627819
#9 Restaurant,Food Service Establishment 1,Richmond,812-5300 No. 3 Road Richmond BC V6X 2X9 Canada,(604) 278-7700,/Facility/Details/6aa4eb7d-17ac-4956-bfc6-bd54a5999724
Sharkey's Fish Locker,Processor,Roberts Creek,1397 Roberts Creek Road Roberts Creek BC V0N2W1 Canada,(604) 885-0844,/Facility/Details/488dac20-1d1e-43c2-86cf-cd39cdab9992
Sharkey's Fish Locker/Fish & Chips,Food Service Establishment 1,Roberts Creek,1397 Roberts Creek Road Roberts Creek BC V0N2W1 Canada,(604) 885-0844,/Facility/Details/464f47b5-3971-4873-8b54-f3794724c363
Sharkys Chophouse,Food Service Establishment 1,City of North Vancouver,106-123 Carrie Cates Court North Vancouver BC V7M 3K7 Canada,604-980-9870,/Facility/Details/7a6df944-80ed-4315-a344-0a77371c22f1
Sharp Base Shipping and Transport (Canada) Limited- CFIA,Non-processor,Vancouver - North East,2F-3456 Bridgeway Vancouver BC V5K 1B6 Canada,604-298-6969,/Facility/Details/f4339f00-7608-4eff-a32f-d489f75397d7
Shaughnessy Golf,Food Service Establishment 1,Vancouver - Westside,4300 SW Marine Dr Vancouver BC V6N Canada,604-266-4141,/Facility/Details/8f5b0023-5e92-4910-8628-9add87897b5e
Shaughnessy Golf - Concession,Food Service Establishment 1,Vancouver - Westside,4300 SW Marine Dr Vancouver BC V6N Canada,604-266-4141,/Facility/Details/f0857be6-7e4b-4ac5-bf9d-5253c3b06bef
Shaughnessy Restaurant,Food Service Establishment 1,Vancouver - Westside,5251 Oak St Vancouver BC V6M 4H1 Canada,(604) 261-0011,/Facility/Details/ff5bd547-9bb1-11d3-baa8-005004ae1145
Shaw Tower Children's Centre - KITCHEN,Food Service Establishment 2,Vancouver - City Centre,#505-1067 Cordova St W Vancouver BC V6C 1C7 Canada,(604) 718-6586,/Facility/Details/d92ad024-7fb1-474d-961c-b30de09931c8
Shawarma Palace,Food Service Establishment 1,Richmond,123-11020 No. 5 Road Richmond BC V7A 4E7 Canada,(604) 284-2742,/Facility/Details/b210a4d6-09d3-4cde-ad51-b8790e93f4d9
Shearwater Fishing Lodge,Food Service Establishment 1,Denny Island,40 Shearwater Road Denny Island BC V0T 1B0 Canada,250-957-2666,/Facility/Details/8d8cdffa-a677-4b47-9c12-f3500c28da63
Shebeen Whiskey House,Food Service Establishment 1,Vancouver - Downtown Eastside,212 Carrall St Vancouver BC V6B 2J1 Canada,(604) 688-9779,/Facility/Details/30e8f8f6-54ee-4c1f-b273-92261e3029c9
Sheer Bliss Bakery Cafe Ltd.,Food Service Establishment 1,Gibsons,102-1001 Gibsons Way Gibsons BC V0N 1V7 Canada,(604) 886-8500,/Facility/Details/a5c0cda0-17fe-47d0-a01d-5737f0c02914
Shefield & Sons,Retail Food Store,Vancouver - City Centre,H34A-777 Dunsmuir Vancouver BC V7Y 1E7 Canada,604-687-4202,/Facility/Details/bba0a9f9-ca9c-44a7-9639-bfbeb56fc60d
Shefield & Sons - Rich. Centre,Retail Food Store,Richmond,2012-6060 Minoru Richmond BC V6V 2B6 Canada,,/Facility/Details/0d0c765b-6dc2-4255-8242-aa1b84c59ed9
Shefield & Sons #43,Retail Food Store,City of North Vancouver,27-935 Marine Drive North Vancouver BC V7P 1S3 Canada,,/Facility/Details/7b9fc0d5-ef79-40bd-b4bb-a5ffdaf61d9a
Shefield & Sons #78,Retail Food Store,Vancouver - City Centre,D004-701 Georgia W Vancouver BC V7Y 1A1 Canada,604-682-8715,/Facility/Details/cb380f59-1425-4c0b-9e8a-00dac8f35690
Shefield Express,Retail Food Store,District of West Vancouver,1033-Park Royal West Vancouver BC V7T2W4 Canada,(604) 859-1014,/Facility/Details/fc6c113f-9f34-4834-b05f-e0f66465c518
Shefield Gourmet,Food Service Establishment 1,District of North Vancouver,144B-1199 Lynn Valley Road North Vancouver BC V7N 4M6 Canada,983-3931,/Facility/Details/b39b39fb-a877-4e3e-96e3-8a4571e84324
Shefields Smoke Shop,Retail Food Store,Vancouver - City Centre,1061 Alberni Vancouver BC V6E 3C7 Canada,604-669-0453,/Facility/Details/bed7a755-cf1d-4833-bc8c-003dd7860900
Shell,Retail Food Store,Vancouver - South,8686 Granville St Vancouver BC V6P 5A1 Canada,(604) 261-7028,/Facility/Details/5fa44233-fef9-4304-9a6d-134b4cadbd8e
Shell,Retail Food Store,District of West Vancouver,1305 Marine Drive West Vancouver V7T 1B6,,/Facility/Details/25556d7f-9d2e-4d6f-a85d-186a1b83344e
Shell,Retail Food Store,Vancouver - Westside,3596 W 41st Ave Vancouver BC V6N 3E6 Canada,(604) 261-7028,/Facility/Details/bf435842-9f00-4ec7-a9f3-5231126a97a8
Shell,Retail Food Store,District of North Vancouver,1198 Marine Drive North Vancouver BC V7P 1S8 Canada,,/Facility/Details/5ce5b19b-6c7e-439e-b5cd-ac9e01926c5d
Shell - 41st & Knight C01024,Retail Food Store,Vancouver - South,1396 E 41st Ave Vancouver BC V5W 1R8 Canada,(604) 324-6131,/Facility/Details/cb09e358-65cd-4847-beb1-80890aa40a6a
Shell Canada,Retail Food Store,Vancouver - Midtown,4110 Oak Vancouver BC V6H 2M9 Canada,(604) 733-8232,/Facility/Details/83fb714e-f362-4860-b35d-de939c2b07a6
Shell Canada Limited,Retail Food Store,Vancouver - Midtown,1785 Main Vancouver BC V5T 3B5 Canada,604-876-4242,/Facility/Details/54120b1d-0d4c-422f-9654-40160cbeecb8
Shell Circle K Convenience Store,Retail Food Store,Powell River,4799 Joyce Ave Powell River BC V8A Canada,(604) 485-9721,/Facility/Details/9620bcab-7176-4393-b8f2-ccedfa6cd7da
Shell Select,Retail Food Store,Vancouver - Westside,2103 Broadway W Vancouver BC V6K 4L3 Canada,604-738-7949,/Facility/Details/55246699-6cac-47b5-a1b5-81f122085d14
Shell Select,Retail Food Store,Vancouver - Westside,4314 W 10th Ave Vancouver BC V6R 2H7 Canada,(604) 224-3013,/Facility/Details/f01c4661-7599-458c-8f6f-a01da089577b
Shell Select,Retail Food Store,Vancouver - Midtown,1295 E 12th Ave Vancouver BC V5T 2J8 Canada,(604) 874-5314,/Facility/Details/6603a617-9380-4705-a0ba-9933fb1036b8
Shell Select - 41st & Granville,Retail Food Store,Vancouver - South,1503 W 41st Ave Vancouver BC V6M 1X7 Canada,604-261-7028,/Facility/Details/be13606f-cd6c-491a-a9f6-9d1f33819fc2
Shell Select Food Store,Retail Food Store,Vancouver - Downtown Eastside,1896 Hastings E Vancouver BC V5L 1T2 Canada,604-255-1741,/Facility/Details/5db7700b-bc0a-4df9-9e43-9a1d53ef9d2e
Shell Select Food Store,Retail Food Store,Vancouver - South,3114 E 49th Ave Vancouver BC V5S 1L1 Canada,(604) 435-2911,/Facility/Details/1eb98582-9b66-426d-b0ec-3b32642c5909
Shelter Island Rest. & Catering,Food Service Establishment 1,Richmond,100-6911 Graybar Road Richmond BC V6W 1H3 Canada,(604) 270-0364,/Facility/Details/3c225337-e695-43e9-82f9-9707ee64f08a
Shelter Point Concession,Food Service Establishment 1,Powell River,4349 Shelter Point Road Texada Island BC V0N 1W0 Canada,(604) 578-8780,/Facility/Details/6d1aa2d0-1b99-48bc-840c-667641dec94e
Shen Yang Kabab,Food Service Establishment 1,Richmond,1101-8328 Capstan Way Richmond BC V6X 4B6 Canada,(778) 321-9128,/Facility/Details/65406f0b-22b3-4f26-a06b-c3bf26c3c479
Sheraton Vancouver Airport - Britannia Kitchen,Food Service Establishment 1,Richmond,7551 Westminster Highway Richmond BC V6X 1A3 Canada,(604) 273-7878,/Facility/Details/02325c3c-a5e5-4063-8108-9c1a8e4d8f7d
Sheraton Vancouver Airport - Discovery of Canada,Retail Food Store,Richmond,130-7551 Westminster Highway Richmond BC V6X 1A3 Canada,(604) 273-7918,/Facility/Details/24562973-e60d-4813-a1a8-a54d8aac4b23
Sheraton Vancouver Airport - Harold's Bistro & Bar,Food Service Establishment 1,Richmond,7551 Westminster Highway Richmond BC V6X 1A3 Canada,(604) 273-7878,/Facility/Details/773f0e62-50b8-4b33-99af-099545ea2054
Sheraton Vancouver Airport - Starbucks Coffee,Food Service Establishment 1,Richmond,7551 Westminster Highway Richmond BC V6X 1A3 Canada,(604) 233-3935,/Facility/Details/15a1e3f9-7149-49ee-9448-c56d58f67037
Sheraton Vancouver Wall Centre - Banquet Kitchen,Food Service Establishment 1,Vancouver - City Centre,1001 Hornby St Vancouver BC V6Z 3A6 Canada,(604) 331-1000,/Facility/Details/bd4ebf83-b2ba-4616-b102-3ed93e64196d
Sheraton Vancouver Wall Centre - Banquet Rooms,Food Service Establishment 1,Vancouver - City Centre,1088 Burrard St Vancouver BC V6Z 2R9 Canada,(604) 331-1000,/Facility/Details/ba700d08-4137-499d-8590-94acc74d66c5
Sheraton Vancouver Wall Centre - Bar One Lounge,Food Service Establishment 1,Vancouver - City Centre,1001 Hornby St Vancouver BC V6Z 2R9 Canada,604-331-1000,/Facility/Details/ad859fc9-ffae-4dae-8d71-4b6e6e1c783a
Sheraton Vancouver Wall Centre - Cafe One,Food Service Establishment 1,Vancouver - City Centre,1001 Hornby St Vancouver BC V6Z 3A6 Canada,(604) 331-1000,/Facility/Details/6dcebabf-8a36-4160-83f6-fa460d562e97
Sherry Convenience,Retail Food Store,Vancouver - Midtown,145 E Broadway Vancouver BC V5T 1W1 Canada,(604) 874-7243,/Facility/Details/98b895de-f02a-4e8c-86e9-a8e1dafc7d1d
Sherwood Park Breakfast Club,Non-processor,City of North Vancouver,4085 Dollarton Hwy North Vancouver BC V7G 1A2 Canada,(604) 903-3810,/Facility/Details/7de7b163-fd38-414f-8442-3c489aee97ac
Sheway,Food Service Establishment 1,Vancouver - Downtown Eastside,533 E Hastings St Vancouver BC V6A 1P9 Canada,(604) 216-1699,/Facility/Details/590f0e77-fa22-439e-bde6-0fb0ce0b7604
Shi - Art Express,Food Service Establishment 1,Vancouver - South,#F7-650 W 41st Ave Vancouver BC V5Z 2M9 Canada,(604) 267-3888,/Facility/Details/3579868d-8a67-41f5-a048-6c9b802f6e52
Shiang Garden Restaurant Banquet Room,Food Service Establishment 1,Richmond,2200-4540 No. 3 Road Richmond BC V6X 4E4 Canada,(604) 273-8858,/Facility/Details/e0a5ab8f-5400-43e4-96cb-53b19f83f2ee
Shiang Garden Seafood Restaurant,Food Service Establishment 1,Richmond,2200-4540 No. 3 Road Richmond BC V6X 4E4 Canada,(604) 273-8858,/Facility/Details/6ec8a100-285b-4445-8596-f855f0c03599
Shi-Art Chinese Cuisine,Food Service Establishment 1,Richmond,1302-6551 No. 3 Road Richmond BC V6Y 2B6 Canada,(604) 279-8998,/Facility/Details/60375e57-5d2d-4a69-8119-df57f3d67d71
Shibuyatei,Food Service Establishment 1,Richmond,125-2971 Sexsmith Road Richmond BC V6X 2H4 Canada,(778) 297-1777,/Facility/Details/0ee331c9-516b-42b8-b922-a1ad1daa67cb
Shift Kitchen Tapas Bar Ltd.,Food Service Establishment 1,Sechelt,103-5760 Teredo St Sechelt BC V0N 3A0 Canada,(604) 458-3372,/Facility/Details/4549cd8f-dc77-4086-8d47-f6f5b56dde79
Shift Pizza,Food Service Establishment 1,Gibsons,5-851 Gibsons Way Gibsons BC V0N 1V8 Canada,(604) 741-3167,/Facility/Details/9ee0d388-0cc7-4209-ac8c-c49cfec5fbb5
Shika Provisions,Food Service Establishment 1,Bowen Island,400 Bowen Island Trunk Road Bowen Island BC V0N 1G2 Canada,604-808-4356,/Facility/Details/89541eec-fbb1-4d6e-875c-049469c97c5d
Shikisai Japanese Restaurant,Food Service Establishment 1,Richmond,150-9040 Blundell Road Richmond BC V6Y 1K3 Canada,(604) 278-0534,/Facility/Details/96c9ed50-5c3a-4a06-9bd6-3bd9ece141d7
Shima-Ya,Food Service Establishment 1,Vancouver - Midtown,5589 Victoria Dr Vancouver BC V5P 3W2 Canada,(604) 420-0795,/Facility/Details/ca335a2f-9300-489a-a83e-ba35e8ebc7bb
Shine Valley Lamb Soup,Food Service Establishment 1,Richmond,1070-3700 No. 3 Road Richmond BC V6X 3X2 Canada,(604) 885-8688,/Facility/Details/2ae26c73-599f-4e01-9c03-97e25f798698
Shinglemill Pub,Food Service Establishment 1,Powell River,6233 Powell Pl Powell River BC V8A 4S6 Canada,(604) 555-5555,/Facility/Details/2c2828e9-8579-4128-aac8-7223cdcb4f2e
Shinglemill Restaurant,Food Service Establishment 1,Powell River,6233 Powell Pl Powell River BC V8A 4S6 Canada,(604) 483-2001,/Facility/Details/d0937011-b802-4a23-a150-68c9ce10bb82
Shining Garden Restaurant,Food Service Establishment 1,Vancouver - Downtown Eastside,2461 Nanaimo Vancouver BC V5N 5E5 Canada,604-258-9018,/Facility/Details/270c9743-0481-429c-b39f-eaf730eb3aa4
Shintaro Sushi Japanese Restaurant,Food Service Establishment 1,Richmond,230-3791 Bayview Street Richmond BC V7E 3B6 Canada,(604) 284-5253,/Facility/Details/8ea176f8-a846-4c8f-9bbd-529ada2c524f
Shiny Tea Store,Food Service Establishment 1,Richmond,2340-4000 No. 3 Road Richmond BC V6X 0E4 Canada,,/Facility/Details/6cd91547-095a-4770-9f90-d12ad2e8046f
Shiosai Sushi Shop,Food Service Establishment 1,Vancouver - North East,5228 Joyce St Vancouver BC V5R 6C9 Canada,(604) 436-2565,/Facility/Details/1e0fb096-2949-418d-be0e-0c48f3ef09d5
Shiro Japanese Restaurant,Food Service Establishment 1,Vancouver - Midtown,3096 Cambie St Vancouver BC V5Z 2V9 Canada,(604) 874-0027,/Facility/Details/8f76ecfc-6de2-4325-b015-e8a0c577be3c
Shishinori,Food Service Establishment 1,Vancouver - Midtown,2328 Cambie St Vancouver BC V5Z 2T8 Canada,(778) 737-1981,/Facility/Details/e3baa2a1-49a0-420c-8efc-27cdb302ceab
Shishinori Cafe,Food Service Establishment 1,Vancouver - City Centre,1467 W Pender St Vancouver BC V6G 2S3 Canada,(778) 379-9669,/Facility/Details/368b7141-d2f0-4189-a3bf-31a993ee3f17
Shizen Ya,Food Service Establishment 1,Vancouver - City Centre,1102 W Broadway Vancouver BC V6H 1G5 Canada,(604) 569-3721,/Facility/Details/914ac877-cfd3-47cb-812c-13862339cdda
Shogun Akita Japanese Restaurant,Food Service Establishment 1,Richmond,1015-5300 No. 3 Road Richmond BC V6X 2X9 Canada,(604) 278-3354,/Facility/Details/a5836108-19ca-4be4-a975-462047a7769f
Shoom Restaurant,Food Service Establishment 1,Vancouver - South,6555 Fraser St Vancouver BC V5X 3T4 Canada,(604) 568-7797,/Facility/Details/9ed55cfb-54bc-4017-9788-2473998eddc9
Shop Easy Foods,Retail Food Store,Hagensborg,1801 Highway 20 Hagensborg BC V0T 1H0 Canada,250-982-2637,/Facility/Details/a63d3357-358a-4866-bc44-1fc62cce74c1
Shop Easy Foods Butcher,Retail Food Store,Hagensborg,1801 Highway 20 Hagensborg BC V0T 1H0 Canada,250-982-2637,/Facility/Details/f939198a-4cbc-477f-9433-6a2b06957cdd
Shop Easy Foods Deli,Food Service Establishment 1,Hagensborg,1801 Highway 20 Hagensborg BC V0T 1H0 Canada,250-982-2637,/Facility/Details/5f742bf2-ad67-4d90-b508-970ccbadfbc3
Shoppers Drug Mart,Retail Food Store,Vancouver - City Centre,2888 Granville St Vancouver BC V6H 3J5 Canada,,/Facility/Details/97c8e9e6-6ca0-4a51-a35d-8f4e7f3738c4
Shoppers Drug Mart,Retail Food Store,Vancouver - Midtown,100-370 Broadway E Vancouver BC V5T 4G5 Canada,604-873-3558,/Facility/Details/e0720e1c-8d65-4787-9664-79c54c581ce9
Shoppers Drug Mart,Retail Food Store,District of North Vancouver,1199 Lynn Valley Road North Vancouver BC V7J 3H2 Canada,987-4468,/Facility/Details/5b302a46-1679-4ba5-90a6-7d9787914eb6
Shoppers Drug Mart,Retail Food Store,Vancouver - Westside,2303 W 41st Ave Vancouver BC V6M 2A3 Canada,604-266-5344,/Facility/Details/6352ada6-572c-48a0-84df-7cfde3a546aa
Shoppers Drug Mart,Retail Food Store,Vancouver - Downtown Eastside,1755 Broadway E Vancouver BC V5N 1W2 Canada,604-872-8451,/Facility/Details/af6a5e47-7cae-4a10-815d-d4644274c439
Shoppers Drug Mart,Retail Food Store,District of West Vancouver,545 Park Royal S West Vancouver BC V7T 2Y5 Canada,604-926-1114,/Facility/Details/38ed75cc-0625-48fa-8505-caeb397eed19
Shoppers Drug Mart,Retail Food Store,Vancouver - South,6305 Fraser Vancouver BC V5W 3A3 Canada,604-324-7909,/Facility/Details/b018c5f0-8efd-4d05-9257-bb74e3cabd10
Shoppers Drug Mart,Retail Food Store,City of North Vancouver,730-333 Brooksbank Ave North Vancouver BC V7J 2B9 Canada,(604) 736-3730,/Facility/Details/da352ee2-500c-4cbc-a086-b8cc0d689e52
Shoppers Drug Mart,Retail Food Store,Squamish,1335 Pemberton Ave Squamish BC V8B Canada,(604) 892-5258,/Facility/Details/8e136d09-f683-42cb-b6cf-3101ab9914d0
Shoppers Drug Mart,Retail Food Store,City of North Vancouver,120-150 Esplanade Avenue W North Vancouver BC V7M 3N8 Canada,604-904-0150,/Facility/Details/a420e265-265f-469a-ab3b-30e9acd53ffe
Shoppers Drug Mart,Retail Food Store,Vancouver - South,432 SW Marine Dr Vancouver BC V5X 2R9 Canada,(604) 235-7095,/Facility/Details/5687cdae-f4c1-4875-a228-1ce88c341dc3
Shoppers Drug Mart,Retail Food Store,City of North Vancouver,1504 Lonsdale Avenue North Vancouver BC V7M 2J3 Canada,,/Facility/Details/7987f132-06a8-4dde-b6f9-121ac9b19ccd
Shoppers Drug Mart,Retail Food Store,Richmond,11800 Cambie Road Richmond BC V6X 1L5 Canada,(604) 278-9105,/Facility/Details/8383f5d2-9936-4321-8c7f-2c9b3c2e71e2
Shoppers Drug Mart,Retail Food Store,Vancouver - City Centre,2730 Oak St Vancouver BC V6H 0A5 Canada,(604) 714-1199,/Facility/Details/741d2345-8650-4794-8fe3-09bbe03ae649
Shoppers Drug Mart,Retail Food Store,Vancouver - Midtown,3333 Main Vancouver BC V5V 3M8 Canada,778-328-9580,/Facility/Details/ea9c62c8-e814-49be-9a63-e971d336bf1d
Shopper's Drug Mart,Retail Food Store,Vancouver - City Centre,2947 Granville St Vancouver BC V6H 3J6 Canada,(604) 738-3107,/Facility/Details/5f8f3a5b-9c51-11d3-baa9-005004ae1145
Shopper's Drug Mart,Retail Food Store,Vancouver - City Centre,1020 Denman Vancouver BC V6G 2M5 Canada,604-681-3411,/Facility/Details/6062fae4-392b-4c18-be15-98a497b3748a
Shopper's Drug Mart #2234 - Cambie,Retail Food Store,Vancouver - Midtown,3277 Cambie Vancouver BC V5Z 2W3 Canada,604-708-9090,/Facility/Details/f55debde-e064-472f-b12a-e20e2438b8df
Shoppers Drug Mart - Capilano Village,Retail Food Store,City of North Vancouver,879 Marine Drive North Vancouver BC Canada,,/Facility/Details/988881b4-bdf1-493b-80df-3eef29caf704
Shoppers Drug Mart - No. 2 Rd,Retail Food Store,Richmond,152-8180 No. 2 Road Richmond BC V7C 5K1 Canada,(604) 274-3023,/Facility/Details/c89358ab-181a-427b-9ca8-13beb5729b4c
Shoppers Drug Mart # 2273,Retail Food Store,Vancouver - Westside,5940 University Vancouver BC V6T 1Z3 Canada,,/Facility/Details/7c6c0f3a-2815-4c6b-800f-f799d92f276d
Shoppers Drug Mart #2109 - Williams Rd,Retail Food Store,Richmond,7820 Williams Road Richmond BC V7A 1G3 Canada,(778) 296-4065,/Facility/Details/09c09f81-a359-4ca4-b00d-e28a2ddb272c
Shoppers Drug Mart #2221,Retail Food Store,Vancouver - City Centre,1780 Broadway W Vancouver BC V6J 1Y1 Canada,604-736-6042,/Facility/Details/6324ae49-ed45-49a3-80d8-2bda96960e94
Shoppers Drug Mart #2246,Retail Food Store,Vancouver - City Centre,1006 Homer St Vancouver BC V6B 2W9 Canada,(604) 669-0330,/Facility/Details/15b1c7d9-9c7a-4893-8e50-560ab91c3d99
Shoppers Drug Mart #2275,Retail Food Store,Vancouver - City Centre,1202 W Pender St Vancouver BC V6E 2S8 Canada,604-605-1200,/Facility/Details/0ce8a3cc-7bd8-415d-a626-fb9df1b3915b
Shoppers Drug Mart #2276,Retail Food Store,Vancouver - Midtown,4590 Fraser St Vancouver BC V5V 4G7 Canada,(604) 872-2681,/Facility/Details/b26887d0-a3bf-40e7-bc63-28a42d6e3203
Shopper's Drug Mart #2277,Retail Food Store,Vancouver - City Centre,586 Granville Vancouver BC V6C 1X5 Canada,604-683-4063,/Facility/Details/caea4504-a03f-4e62-9079-d10aef8a3b42
Shopper's Drug Mart #227-Seafair,Retail Food Store,Richmond,11-8671 No. 1 Road Richmond BC V7C 1V2 Canada,,/Facility/Details/1c990908-2324-4f67-94f9-0e48060aecf0
Shoppers Drug Mart #2289,Retail Food Store,Vancouver - North East,2330 Kingsway Vancouver BC V5R 5G9 Canada,604-484-1470,/Facility/Details/ed859fc2-f142-44c4-8e0d-7f9f2765d2c1
Shoppers Drug Mart #2292,Retail Food Store,Vancouver - City Centre,1295 Seymour Vancouver BC V6B 3N6 Canada,604-801-5708,/Facility/Details/0d826224-ce1a-422b-8e71-ea53fb44d1a7
Shoppers Drug Mart #2294,Retail Food Store,Vancouver - North East,2748 Hastings E Vancouver BC V5K 1Z9 Canada,(604) 251-5358,/Facility/Details/14a6f321-1895-4eed-b1da-4b405b3c3bf0
Shoppers Drug Mart #2295,Retail Food Store,District of West Vancouver,2490 Marine Dr West Vancouver BC V7V 1L1 Canada,604-913-3900,/Facility/Details/9f804a4a-5cd2-49d6-9cd4-c5ed58235253
Shoppers Drug Mart #234,Retail Food Store,Vancouver - Westside,2302 4 W Vancouver BC V6K 1P1 Canada,604-738-3138,/Facility/Details/59015104-e865-41bf-95c1-9fcd96c11f8e
Shoppers Drug Mart #237 - Richmond Centre,Retail Food Store,Richmond,2286-6060 Minoru Richmond BC V6Y 2V7 Canada,,/Facility/Details/1f6b3219-11e9-4f1e-b029-582a1dd93e75
Shoppers Drug Mart #252,Retail Food Store,District of North Vancouver,3650 Mount Seymour Parkway North Vancouver BC V7H 2Y5 Canada,604-924-1788,/Facility/Details/fcac747a-3f57-4113-8812-cc6a27ecb85a
Shoppers Drug Mart #263,Retail Food Store,Vancouver - City Centre,885 Broadway W Vancouver BC V5Z 1J9 Canada,604-708-1135,/Facility/Details/40964c5e-e7c0-4d4e-8ddb-5d4f954f4e0d
Shoppers Drug Mart #272,Retail Food Store,Vancouver - City Centre,1125 Davie Vancouver BC V6E 1N2 Canada,604-669-2424,/Facility/Details/e46ad9f3-8633-4ce8-85dc-50d9bb0299f2
Shoppers Drug Mart #276,Retail Food Store,Powell River,15-7100 Alberni Street Powell River BC V8A 5K9 Canada,,/Facility/Details/1b0cbd3e-cfaf-4829-bc42-64b41d0050f4
Shoppers Drug Mart #288,Retail Food Store,Vancouver - Westside,4326 Dunbar Vancouver BC V6S 2G3 Canada,604-732-8855,/Facility/Details/37b38fc1-2f31-469f-997c-1bd51f797cd8
Shoppers Drug Mart Ambleside,Retail Food Store,District of West Vancouver,1583 Marine Drive West Vancouver BC V7V 1H9 Canada,922-1271,/Facility/Details/a1777ca4-a6b2-48ba-b72d-9bee14d63164
Shopper's Drug Mart No. 228,Retail Food Store,Richmond,380-9100 Blundell Richmond BC V6Y 1K3 Canada,(604) 276-0067,/Facility/Details/2217b778-913c-4fcb-858d-3e930a085878
Shoprite Smoke Shop,Retail Food Store,Vancouver - North East,2785 Commercial Vancouver BC V5N 4C5 Canada,604-872-5444,/Facility/Details/048c3812-e098-4804-9a85-4613b2d7508e
Shorncliffe,Food Service Establishment 2,Sechelt,5847 Medusa St Sechelt BC V0N 3A3 Canada,(604) 885-5126,/Facility/Details/08576149-111f-4ae3-a1a8-07776565e393
Short and Sweet Cookie Co.,Processor,City of North Vancouver,1600 MacKay Avenue North Vancouver BC V7L 4N6 Canada,(604) 377-3652,/Facility/Details/cbcb8b78-1dee-4528-beaf-a3a63f18d9ef
Shota Sushi & Grill,Food Service Establishment 1,Vancouver - Westside,5688 Yew St Vancouver BC V6M 3Y3 Canada,(604) 263-8068,/Facility/Details/0557220e-591d-47a6-91c0-c38830e23f2b
Shree Mahalakshmi Temple,Food Service Establishment 1,Vancouver - Midtown,467 E 11th Ave Vancouver BC V5T 2C8 Canada,(604) 874-0175,/Facility/Details/80ebb09e-e2ff-4893-ae91-f49331a91b43
Shui Tai Provisions Co. Ltd.,Non-processor,Richmond,15-12871 Bathgate Way Richmond BC V6V 1Y5 Canada,(604) 231-9944,/Facility/Details/4e989064-8151-4631-b6f5-e3210b6bf26e
Shun Feng Seafood Restaurant,Food Service Establishment 1,Richmond,1425-4380 No. 3 Road Richmond BC V6X 3V7 Canada,(604) 304-6088,/Facility/Details/ec28e674-e395-46e0-ab27-294255064794
Shun Hing Grocery Store,Retail Food Store,Vancouver - Downtown Eastside,582 Powell Vancouver BC V6A 1G9 Canada,604-253-1939,/Facility/Details/de1cdcc0-e37b-471b-8ee1-a8bf67e419cc
Shun Xin Restaurant,Food Service Establishment 1,Richmond,8111 Park Road Richmond BC V6Y 1S8 Canada,(604) 278-2703,/Facility/Details/b389df12-20cd-47cd-9821-2a3fd723e9a0
Shuraku Restaurant,Food Service Establishment 1,Vancouver - City Centre,833 Granville St Vancouver BC V6Z 1K7 Canada,(604) 687-6622,/Facility/Details/8c9b127f-8c3c-48ad-9d88-0a0a9a81df2c
Sichuan Peppercorns,Food Service Establishment 1,Vancouver - City Centre,#202-950 W Broadway Vancouver BC V5Z 1K7 Canada,(604) 620-8855,/Facility/Details/3e0861b5-9d7c-4afd-9d51-ecb5bf29b94c
Siddhartha's,Food Service Establishment 1,Vancouver - Downtown Eastside,2066 Commercial Dr Vancouver BC V5N 4A9 Canada,(604) 215-7556,/Facility/Details/727a8d67-06d5-42ab-a616-10d84410713b
Side Car,Food Service Establishment 1,Vancouver - City Centre,1163 Granville St Vancouver BC V6Z 1M1 Canada,(604) 605-1163,/Facility/Details/5b386a82-68a2-41c3-9957-43df2c50bd6a
Siegel's Bagels,Food Service Establishment 1,Vancouver - Westside,1883 Cornwall Ave Vancouver BC V6J 1C6 Canada,(604) 737-8151,/Facility/Details/ff5bd2ae-9bb1-11d3-baa8-005004ae1145
Siegel's Bagels (2000),Food Service Establishment 1,Vancouver - City Centre,1689 Johnston St Vancouver BC V6H 3R9 Canada,(604) 689-5670,/Facility/Details/dcfbfb33-a612-48e7-bba0-f8c5a4defd44
Siegel's Bagels Ltd,Processor,Vancouver - Westside,1883 Cornwall Vancouver BC V6J 1C6 Canada,604-737-8151,/Facility/Details/a3aeb1e0-3699-46d1-9c51-5d45bcbca95a
Siena Restaurant,Food Service Establishment 1,Vancouver - City Centre,1485 W 12th Ave Vancouver BC V6H 1M6 Canada,(604) 558-1485,/Facility/Details/d46afa50-b87f-483f-8b82-89cb7c1a1b5c
Sierra Wireless Cafeteria,Food Service Establishment 1,Richmond,13811 Wireless Way Richmond BC V6V 3A4 Canada,(604) 233-6380,/Facility/Details/604f1e54-c784-40b6-93d8-6293cbdb0512
Siga - Siga's Chinese & Filipino Food,Food Service Establishment 1,Vancouver - Midtown,#2-650 E Broadway Vancouver BC V5T 1X6 Canada,(604) 876-0241,/Facility/Details/548e4d56-3a8c-4155-b0d1-d63fcb826eae
